2018-10-31 11:46:46.329,2018-10-31 11:47:06.391,20062
2018-10-31 11:47:06.391,2018-10-31 11:47:31.479,25088
2018-10-31 11:47:31.479,2018-10-31 11:47:51.639,20160
2018-10-31 11:47:51.639,2018-10-31 11:48:06.700,15061
2018-10-31 11:48:06.700,2018-10-31 11:48:21.766,15066
2018-10-31 11:48:21.766,2018-10-31 11:48:46.874,25108
2018-10-31 11:48:46.874,2018-10-31 11:49:01.996,15122
2018-10-31 11:49:01.996,2018-10-31 11:49:32.066,30070
2018-10-31 11:49:32.066,2018-10-31 11:49:37.134,5068
2018-10-31 11:49:37.134,2018-10-31 11:49:57.198,20064
2018-10-31 11:49:57.198,2018-10-31 11:50:37.291,40093
2018-10-31 11:50:37.291,2018-10-31 11:50:47.361,10070
2018-10-31 11:50:47.361,2018-10-31 11:51:07.420,20059
2018-10-31 11:51:07.420,2018-10-31 11:51:37.487,30067
2018-10-31 11:51:37.487,2018-10-31 11:51:47.563,10076
2018-10-31 11:51:47.563,2018-10-31 11:52:12.624,25061
2018-10-31 11:52:12.624,2018-10-31 11:52:42.697,30073
2018-10-31 11:52:42.697,2018-10-31 11:53:02.756,20059
2018-10-31 11:53:02.756,2018-10-31 11:53:07.846,5090
2018-10-31 11:53:07.846,2018-10-31 11:53:28.012,20166
2018-10-31 11:53:28.012,2018-10-31 11:53:38.080,10068
2018-10-31 11:53:38.080,2018-10-31 11:53:53.142,15062
2018-10-31 11:53:53.142,2018-10-31 11:53:58.199,5057
2018-10-31 11:53:58.199,2018-10-31 11:54:28.264,30065
2018-10-31 11:54:28.264,2018-10-31 11:54:33.322,5058
2018-10-31 11:54:33.322,2018-10-31 11:54:58.383,25061
2018-10-31 11:54:58.383,2018-10-31 11:55:08.441,10058
2018-10-31 11:55:08.441,2018-10-31 11:55:28.572,20131
2018-10-31 11:55:28.572,2018-10-31 11:55:48.689,20117
2018-10-31 11:55:48.689,2018-10-31 11:56:03.853,15164
2018-10-31 11:56:03.853,2018-10-31 11:56:18.951,15098
2018-10-31 11:56:18.951,2018-10-31 11:56:39.073,20122
2018-10-31 11:56:39.073,2018-10-31 11:56:59.227,20154
2018-10-31 11:56:59.227,2018-10-31 11:57:09.288,10061
2018-10-31 11:57:09.288,2018-10-31 11:57:24.394,15106
2018-10-31 11:57:24.394,2018-10-31 11:57:49.464,25070
2018-10-31 11:57:49.464,2018-10-31 11:57:54.524,5060
2018-10-31 11:57:54.524,2018-10-31 11:57:59.584,5060
2018-10-31 11:57:59.584,2018-10-31 11:58:19.642,20058
2018-10-31 11:58:19.642,2018-10-31 11:58:39.698,20056
2018-10-31 11:58:39.698,2018-10-31 11:58:59.776,20078
2018-10-31 11:58:59.776,2018-10-31 11:59:14.848,15072
2018-10-31 11:59:14.848,2018-10-31 11:59:29.995,15147
2018-10-31 11:59:29.995,2018-10-31 11:59:50.065,20070
2018-10-31 11:59:50.065,2018-10-31 12:00:10.122,20057
2018-10-31 12:00:10.122,2018-10-31 12:00:25.186,15064
2018-10-31 12:00:25.186,2018-10-31 12:00:35.254,10068
2018-10-31 12:00:35.254,2018-10-31 12:00:50.313,15059
2018-10-31 12:00:50.313,2018-10-31 12:01:00.379,10066
2018-10-31 12:01:00.379,2018-10-31 12:01:20.438,20059
2018-10-31 12:01:20.438,2018-10-31 12:01:40.499,20061
2018-10-31 12:01:40.499,2018-10-31 12:01:50.609,10110
2018-10-31 12:01:50.609,2018-10-31 12:02:05.680,15071
2018-10-31 12:02:05.680,2018-10-31 12:02:25.741,20061
2018-10-31 12:02:25.741,2018-10-31 12:02:35.800,10059
2018-10-31 12:02:35.800,2018-10-31 12:02:55.856,20056
2018-10-31 12:02:55.856,2018-10-31 12:03:10.915,15059
2018-10-31 12:03:10.915,2018-10-31 12:03:35.975,25060
2018-10-31 12:03:35.975,2018-10-31 12:03:56.037,20062
2018-10-31 12:03:56.037,2018-10-31 12:04:16.098,20061
2018-10-31 12:04:16.098,2018-10-31 12:04:31.168,15070
2018-10-31 12:04:31.168,2018-10-31 12:04:51.274,20106
2018-10-31 12:04:51.274,2018-10-31 12:05:06.346,15072
2018-10-31 12:05:06.346,2018-10-31 12:05:26.406,20060
2018-10-31 12:05:26.406,2018-10-31 12:05:51.466,25060
2018-10-31 12:05:51.466,2018-10-31 12:06:01.536,10070
2018-10-31 12:06:01.536,2018-10-31 12:06:11.620,10084
2018-10-31 12:06:11.620,2018-10-31 12:06:31.679,20059
2018-10-31 12:06:31.679,2018-10-31 12:06:51.747,20068
2018-10-31 12:06:51.747,2018-10-31 12:07:06.818,15071
2018-10-31 12:07:06.818,2018-10-31 12:07:11.876,5058
2018-10-31 12:07:11.876,2018-10-31 12:07:26.935,15059
2018-10-31 12:07:26.935,2018-10-31 12:07:41.995,15060
2018-10-31 12:07:41.995,2018-10-31 12:08:07.059,25064
2018-10-31 12:08:07.059,2018-10-31 12:08:12.130,5071
2018-10-31 12:08:12.130,2018-10-31 12:08:32.198,20068
2018-10-31 12:08:32.198,2018-10-31 12:08:42.254,10056
2018-10-31 12:08:42.254,2018-10-31 12:09:02.323,20069
2018-10-31 12:09:02.323,2018-10-31 12:09:12.382,10059
2018-10-31 12:09:12.382,2018-10-31 12:09:17.442,5060
2018-10-31 12:09:17.442,2018-10-31 12:09:27.501,10059
2018-10-31 12:09:27.501,2018-10-31 12:09:47.563,20062
2018-10-31 12:09:47.563,2018-10-31 12:10:07.620,20057
2018-10-31 12:10:07.620,2018-10-31 12:10:37.679,30059
2018-10-31 12:10:37.679,2018-10-31 12:10:42.738,5059
2018-10-31 12:10:42.738,2018-10-31 12:10:52.799,10061
2018-10-31 12:10:52.799,2018-10-31 12:11:12.859,20060
2018-10-31 12:11:12.859,2018-10-31 12:11:27.921,15062
2018-10-31 12:11:27.921,2018-10-31 12:11:37.985,10064
2018-10-31 12:11:37.985,2018-10-31 12:11:43.043,5058
2018-10-31 12:11:43.043,2018-10-31 12:11:53.098,10055
2018-10-31 12:11:53.098,2018-10-31 12:12:03.162,10064
2018-10-31 12:12:03.162,2018-10-31 12:12:13.227,10065
2018-10-31 12:12:13.227,2018-10-31 12:12:28.287,15060
2018-10-31 12:12:28.287,2018-10-31 12:12:43.346,15059
2018-10-31 12:12:43.346,2018-10-31 12:12:58.402,15056
2018-10-31 12:12:58.402,2018-10-31 12:13:23.460,25058
2018-10-31 12:13:23.460,2018-10-31 12:13:53.521,30061
2018-10-31 12:13:53.521,2018-10-31 12:14:08.581,15060
2018-10-31 12:14:08.581,2018-10-31 12:14:28.667,20086
2018-10-31 12:14:28.667,2018-10-31 12:14:43.736,15069
2018-10-31 12:14:43.736,2018-10-31 12:14:58.796,15060
2018-10-31 12:14:58.796,2018-10-31 12:15:03.852,5056
2018-10-31 12:15:03.852,2018-10-31 12:15:28.914,25062
2018-10-31 12:15:28.914,2018-10-31 12:15:33.972,5058
2018-10-31 12:15:33.972,2018-10-31 12:15:39.031,5059
2018-10-31 12:15:39.031,2018-10-31 12:16:09.090,30059
2018-10-31 12:16:09.090,2018-10-31 12:16:24.149,15059
2018-10-31 12:16:24.149,2018-10-31 12:16:44.216,20067
2018-10-31 12:16:44.216,2018-10-31 12:16:54.274,10058
2018-10-31 12:16:54.274,2018-10-31 12:16:59.348,5074
2018-10-31 12:16:59.348,2018-10-31 12:17:19.409,20061
2018-10-31 12:17:19.409,2018-10-31 12:17:24.465,5056
2018-10-31 12:17:24.465,2018-10-31 12:17:44.524,20059
2018-10-31 12:17:44.524,2018-10-31 12:17:54.581,10057
2018-10-31 12:17:54.581,2018-10-31 12:18:19.638,25057
2018-10-31 12:18:19.638,2018-10-31 12:18:24.696,5058
2018-10-31 12:18:24.696,2018-10-31 12:18:29.794,5098
2018-10-31 12:18:29.794,2018-10-31 12:18:34.853,5059
2018-10-31 12:18:34.853,2018-10-31 12:19:09.915,35062
2018-10-31 12:19:09.915,2018-10-31 12:19:14.973,5058
2018-10-31 12:19:14.973,2018-10-31 12:19:20.048,5075
2018-10-31 12:19:20.048,2018-10-31 12:19:50.126,30078
2018-10-31 12:19:50.126,2018-10-31 12:20:00.187,10061
2018-10-31 12:20:00.187,2018-10-31 12:20:05.251,5064
2018-10-31 12:20:05.251,2018-10-31 12:20:20.310,15059
2018-10-31 12:20:20.310,2018-10-31 12:20:40.372,20062
2018-10-31 12:20:40.372,2018-10-31 12:20:55.430,15058
2018-10-31 12:20:55.430,2018-10-31 12:21:15.491,20061
2018-10-31 12:21:15.491,2018-10-31 12:21:20.546,5055
2018-10-31 12:21:20.546,2018-10-31 12:21:40.605,20059
2018-10-31 12:21:40.605,2018-10-31 12:21:45.661,5056
2018-10-31 12:21:45.661,2018-10-31 12:22:10.720,25059
2018-10-31 12:22:10.720,2018-10-31 12:22:30.784,20064
2018-10-31 12:22:30.784,2018-10-31 12:23:10.858,40074
2018-10-31 12:23:10.858,2018-10-31 12:23:15.925,5067
2018-10-31 12:23:15.925,2018-10-31 12:23:40.991,25066
2018-10-31 12:23:40.991,2018-10-31 12:23:46.058,5067
2018-10-31 12:23:46.058,2018-10-31 12:24:16.120,30062
2018-10-31 12:24:16.120,2018-10-31 12:24:21.229,5109
2018-10-31 12:24:21.229,2018-10-31 12:24:26.297,5068
2018-10-31 12:24:26.297,2018-10-31 12:24:46.355,20058
2018-10-31 12:24:46.355,2018-10-31 12:24:56.415,10060
2018-10-31 12:24:56.415,2018-10-31 12:25:36.487,40072
2018-10-31 12:25:36.487,2018-10-31 12:25:46.545,10058
2018-10-31 12:25:46.545,2018-10-31 12:26:01.603,15058
2018-10-31 12:26:01.603,2018-10-31 12:26:06.661,5058
2018-10-31 12:26:06.661,2018-10-31 12:26:26.718,20057
2018-10-31 12:26:26.718,2018-10-31 12:26:36.779,10061
2018-10-31 12:26:36.779,2018-10-31 12:26:51.835,15056
2018-10-31 12:26:51.835,2018-10-31 12:26:56.889,5054
2018-10-31 12:26:56.889,2018-10-31 12:27:06.946,10057
2018-10-31 12:27:06.946,2018-10-31 12:27:22.003,15057
2018-10-31 12:27:22.003,2018-10-31 12:27:42.061,20058
2018-10-31 12:27:42.061,2018-10-31 12:28:02.168,20107
2018-10-31 12:28:02.168,2018-10-31 12:28:07.229,5061
2018-10-31 12:28:07.229,2018-10-31 12:28:27.296,20067
2018-10-31 12:28:27.296,2018-10-31 12:28:57.362,30066
2018-10-31 12:28:57.362,2018-10-31 12:29:02.422,5060
2018-10-31 12:29:02.422,2018-10-31 12:29:27.523,25101
2018-10-31 12:29:27.523,2018-10-31 12:29:47.584,20061
2018-10-31 12:29:47.584,2018-10-31 12:30:22.643,35059
2018-10-31 12:30:22.643,2018-10-31 12:30:27.700,5057
2018-10-31 12:30:27.700,2018-10-31 12:31:07.763,40063
2018-10-31 12:31:07.763,2018-10-31 12:31:22.827,15064
2018-10-31 12:31:22.827,2018-10-31 12:31:27.900,5073
2018-10-31 12:31:27.900,2018-10-31 12:31:32.959,5059
2018-10-31 12:31:32.959,2018-10-31 12:31:38.022,5063
2018-10-31 12:31:38.022,2018-10-31 12:31:43.087,5065
2018-10-31 12:31:43.087,2018-10-31 12:31:58.145,15058
2018-10-31 12:31:58.145,2018-10-31 12:32:03.207,5062
2018-10-31 12:32:03.207,2018-10-31 12:32:08.264,5057
2018-10-31 12:32:08.264,2018-10-31 12:32:23.322,15058
2018-10-31 12:32:23.322,2018-10-31 12:32:28.390,5068
2018-10-31 12:32:28.390,2018-10-31 12:32:53.450,25060
2018-10-31 12:32:53.450,2018-10-31 12:33:03.517,10067
2018-10-31 12:33:03.517,2018-10-31 12:33:08.581,5064
2018-10-31 12:33:08.581,2018-10-31 12:33:28.652,20071
2018-10-31 12:33:28.652,2018-10-31 12:33:48.719,20067
2018-10-31 12:33:48.719,2018-10-31 12:34:08.779,20060
2018-10-31 12:34:08.779,2018-10-31 12:34:23.840,15061
2018-10-31 12:34:23.840,2018-10-31 12:34:43.913,20073
2018-10-31 12:34:43.913,2018-10-31 12:34:48.971,5058
2018-10-31 12:34:48.971,2018-10-31 12:34:59.027,10056
2018-10-31 12:34:59.027,2018-10-31 12:35:04.083,5056
2018-10-31 12:35:04.083,2018-10-31 12:35:24.143,20060
2018-10-31 12:35:24.143,2018-10-31 12:35:34.200,10057
2018-10-31 12:35:34.200,2018-10-31 12:35:49.263,15063
2018-10-31 12:35:49.263,2018-10-31 12:36:14.324,25061
2018-10-31 12:36:14.324,2018-10-31 12:36:24.383,10059
2018-10-31 12:36:24.383,2018-10-31 12:36:29.442,5059
2018-10-31 12:36:29.442,2018-10-31 12:36:39.503,10061
2018-10-31 12:36:39.503,2018-10-31 12:36:44.564,5061
2018-10-31 12:36:44.564,2018-10-31 12:36:49.647,5083
2018-10-31 12:36:49.647,2018-10-31 12:36:54.713,5066
2018-10-31 12:36:54.713,2018-10-31 12:37:04.769,10056
2018-10-31 12:37:04.769,2018-10-31 12:37:14.825,10056
2018-10-31 12:37:14.825,2018-10-31 12:37:19.898,5073
2018-10-31 12:37:19.898,2018-10-31 12:37:24.962,5064
2018-10-31 12:37:24.962,2018-10-31 12:37:35.032,10070
2018-10-31 12:37:35.032,2018-10-31 12:37:40.097,5065
2018-10-31 12:37:40.097,2018-10-31 12:37:55.173,15076
2018-10-31 12:37:55.173,2018-10-31 12:38:00.236,5063
2018-10-31 12:38:00.236,2018-10-31 12:38:05.296,5060
2018-10-31 12:38:05.296,2018-10-31 12:38:10.355,5059
2018-10-31 12:38:10.355,2018-10-31 12:38:25.421,15066
2018-10-31 12:38:25.421,2018-10-31 12:38:30.483,5062
2018-10-31 12:38:30.483,2018-10-31 12:38:40.543,10060
2018-10-31 12:38:40.543,2018-10-31 12:38:55.602,15059
2018-10-31 12:38:55.602,2018-10-31 12:39:10.660,15058
2018-10-31 12:39:10.660,2018-10-31 12:39:25.729,15069
2018-10-31 12:39:25.729,2018-10-31 12:39:30.785,5056
2018-10-31 12:39:30.785,2018-10-31 12:39:35.843,5058
2018-10-31 12:39:35.843,2018-10-31 12:39:45.911,10068
2018-10-31 12:39:45.911,2018-10-31 12:40:00.971,15060
2018-10-31 12:40:00.971,2018-10-31 12:40:11.027,10056
2018-10-31 12:40:11.027,2018-10-31 12:40:26.086,15059
2018-10-31 12:40:26.086,2018-10-31 12:40:31.146,5060
2018-10-31 12:40:31.146,2018-10-31 12:40:41.209,10063
2018-10-31 12:40:41.209,2018-10-31 12:40:56.273,15064
2018-10-31 12:40:56.273,2018-10-31 12:41:01.341,5068
2018-10-31 12:41:01.341,2018-10-31 12:41:16.398,15057
2018-10-31 12:41:16.398,2018-10-31 12:41:21.454,5056
2018-10-31 12:41:21.454,2018-10-31 12:41:26.518,5064
2018-10-31 12:41:26.518,2018-10-31 12:41:41.577,15059
2018-10-31 12:41:41.577,2018-10-31 12:41:46.634,5057
2018-10-31 12:41:46.634,2018-10-31 12:41:51.692,5058
2018-10-31 12:41:51.692,2018-10-31 12:41:56.748,5056
2018-10-31 12:41:56.748,2018-10-31 12:42:11.802,15054
2018-10-31 12:42:11.802,2018-10-31 12:42:16.865,5063
2018-10-31 12:42:16.865,2018-10-31 12:42:31.924,15059
2018-10-31 12:42:31.924,2018-10-31 12:42:36.984,5060
2018-10-31 12:42:36.984,2018-10-31 12:42:52.046,15062
2018-10-31 12:42:52.046,2018-10-31 12:42:57.109,5063
2018-10-31 12:42:57.109,2018-10-31 12:43:12.166,15057
2018-10-31 12:43:12.166,2018-10-31 12:43:17.224,5058
2018-10-31 12:43:17.224,2018-10-31 12:43:32.284,15060
2018-10-31 12:43:32.284,2018-10-31 12:43:37.343,5059
2018-10-31 12:43:37.343,2018-10-31 12:43:42.401,5058
2018-10-31 12:43:42.401,2018-10-31 12:43:47.461,5060
2018-10-31 12:43:47.461,2018-10-31 12:44:02.524,15063
2018-10-31 12:44:02.524,2018-10-31 12:44:12.580,10056
2018-10-31 12:44:12.580,2018-10-31 12:44:27.653,15073
2018-10-31 12:44:27.653,2018-10-31 12:44:32.714,5061
2018-10-31 12:44:32.714,2018-10-31 12:44:42.772,10058
2018-10-31 12:44:42.772,2018-10-31 12:44:52.833,10061
2018-10-31 12:44:52.833,2018-10-31 12:45:02.889,10056
2018-10-31 12:45:02.889,2018-10-31 12:45:17.957,15068
2018-10-31 12:45:17.957,2018-10-31 12:45:23.017,5060
2018-10-31 12:45:23.017,2018-10-31 12:45:28.078,5061
2018-10-31 12:45:28.078,2018-10-31 12:45:38.134,10056
2018-10-31 12:45:38.134,2018-10-31 12:45:43.194,5060
2018-10-31 12:45:43.194,2018-10-31 12:45:48.253,5059
2018-10-31 12:45:48.253,2018-10-31 12:45:58.312,10059
2018-10-31 12:45:58.312,2018-10-31 12:46:03.369,5057
2018-10-31 12:46:03.369,2018-10-31 12:46:08.428,5059
2018-10-31 12:46:08.428,2018-10-31 12:46:23.483,15055
2018-10-31 12:46:23.483,2018-10-31 12:46:28.538,5055
2018-10-31 12:46:28.538,2018-10-31 12:46:33.595,5057
2018-10-31 12:46:33.595,2018-10-31 12:46:48.654,15059
2018-10-31 12:46:48.654,2018-10-31 12:46:58.710,10056
2018-10-31 12:46:58.710,2018-10-31 12:47:03.770,5060
2018-10-31 12:47:03.770,2018-10-31 12:47:18.835,15065
2018-10-31 12:47:18.835,2018-10-31 12:47:28.894,10059
2018-10-31 12:47:28.894,2018-10-31 12:47:33.953,5059
2018-10-31 12:47:33.953,2018-10-31 12:47:49.010,15057
2018-10-31 12:47:49.010,2018-10-31 12:47:59.093,10083
2018-10-31 12:47:59.093,2018-10-31 12:48:14.150,15057
2018-10-31 12:48:14.150,2018-10-31 12:48:29.219,15069
2018-10-31 12:48:29.219,2018-10-31 12:48:34.277,5058
2018-10-31 12:48:34.277,2018-10-31 12:48:49.334,15057
2018-10-31 12:48:49.334,2018-10-31 12:48:54.389,5055
2018-10-31 12:48:54.389,2018-10-31 12:49:09.445,15056
2018-10-31 12:49:09.445,2018-10-31 12:49:14.501,5056
2018-10-31 12:49:14.501,2018-10-31 12:49:19.561,5060
2018-10-31 12:49:19.561,2018-10-31 12:49:29.618,10057
2018-10-31 12:49:29.618,2018-10-31 12:49:39.675,10057
2018-10-31 12:49:39.675,2018-10-31 12:49:54.733,15058
2018-10-31 12:49:54.733,2018-10-31 12:50:09.824,15091
2018-10-31 12:50:09.824,2018-10-31 12:50:14.881,5057
2018-10-31 12:50:14.881,2018-10-31 12:50:24.939,10058
2018-10-31 12:50:24.939,2018-10-31 12:50:40.040,15101
2018-10-31 12:50:40.040,2018-10-31 12:50:50.102,10062
2018-10-31 12:50:50.102,2018-10-31 12:50:55.162,5060
2018-10-31 12:50:55.162,2018-10-31 12:51:00.222,5060
2018-10-31 12:51:00.222,2018-10-31 12:51:05.281,5059
2018-10-31 12:51:05.281,2018-10-31 12:51:15.339,10058
2018-10-31 12:51:15.339,2018-10-31 12:51:20.398,5059
2018-10-31 12:51:20.398,2018-10-31 12:51:25.459,5061
2018-10-31 12:51:25.459,2018-10-31 12:51:35.523,10064
2018-10-31 12:51:35.523,2018-10-31 12:51:50.584,15061
2018-10-31 12:51:50.584,2018-10-31 12:52:05.646,15062
2018-10-31 12:52:05.646,2018-10-31 12:52:10.701,5055
2018-10-31 12:52:10.701,2018-10-31 12:52:15.757,5056
2018-10-31 12:52:15.757,2018-10-31 12:52:20.829,5072
2018-10-31 12:52:20.829,2018-10-31 12:52:30.885,10056
2018-10-31 12:52:30.885,2018-10-31 12:52:35.945,5060
2018-10-31 12:52:35.945,2018-10-31 12:52:51.048,15103
2018-10-31 12:52:51.048,2018-10-31 12:52:56.157,5109
2018-10-31 12:52:56.157,2018-10-31 12:53:01.239,5082
2018-10-31 12:53:01.239,2018-10-31 12:53:11.297,10058
2018-10-31 12:53:11.297,2018-10-31 12:53:16.354,5057
2018-10-31 12:53:16.354,2018-10-31 12:53:31.463,15109
2018-10-31 12:53:31.463,2018-10-31 12:53:41.571,10108
2018-10-31 12:53:41.571,2018-10-31 12:53:56.632,15061
2018-10-31 12:53:56.632,2018-10-31 12:54:06.693,10061
2018-10-31 12:54:06.693,2018-10-31 12:54:21.750,15057
2018-10-31 12:54:21.750,2018-10-31 12:54:31.808,10058
2018-10-31 12:54:31.808,2018-10-31 12:54:41.873,10065
2018-10-31 12:54:41.873,2018-10-31 12:54:51.928,10055
2018-10-31 12:54:51.928,2018-10-31 12:54:56.996,5068
2018-10-31 12:54:56.996,2018-10-31 12:55:12.062,15066
2018-10-31 12:55:12.062,2018-10-31 12:55:17.118,5056
2018-10-31 12:55:17.118,2018-10-31 12:55:32.175,15057
2018-10-31 12:55:32.175,2018-10-31 12:55:42.233,10058
2018-10-31 12:55:42.233,2018-10-31 12:55:47.291,5058
2018-10-31 12:55:47.291,2018-10-31 12:55:52.356,5065
2018-10-31 12:55:52.356,2018-10-31 12:56:02.438,10082
2018-10-31 12:56:02.438,2018-10-31 12:56:12.524,10086
2018-10-31 12:56:12.524,2018-10-31 12:56:17.586,5062
2018-10-31 12:56:17.586,2018-10-31 12:56:32.678,15092
2018-10-31 12:56:32.678,2018-10-31 12:56:37.776,5098
2018-10-31 12:56:37.776,2018-10-31 12:56:42.842,5066
2018-10-31 12:56:42.842,2018-10-31 12:56:57.943,15101
2018-10-31 12:56:57.943,2018-10-31 12:57:03.004,5061
2018-10-31 12:57:03.004,2018-10-31 12:57:13.077,10073
2018-10-31 12:57:13.077,2018-10-31 12:57:18.158,5081
2018-10-31 12:57:18.158,2018-10-31 12:57:23.242,5084
2018-10-31 12:57:23.242,2018-10-31 12:57:38.330,15088
2018-10-31 12:57:38.330,2018-10-31 12:57:43.422,5092
2018-10-31 12:57:43.422,2018-10-31 12:57:48.528,5106
2018-10-31 12:57:48.528,2018-10-31 12:57:53.589,5061
2018-10-31 12:57:53.589,2018-10-31 12:58:03.652,10063
2018-10-31 12:58:03.652,2018-10-31 12:58:13.718,10066
2018-10-31 12:58:13.718,2018-10-31 12:58:23.775,10057
2018-10-31 12:58:23.775,2018-10-31 12:58:33.838,10063
2018-10-31 12:58:33.838,2018-10-31 12:58:48.944,15106
2018-10-31 12:58:48.944,2018-10-31 12:58:59.052,10108
2018-10-31 12:58:59.052,2018-10-31 12:59:09.113,10061
2018-10-31 12:59:09.113,2018-10-31 12:59:19.173,10060
2018-10-31 12:59:19.173,2018-10-31 12:59:34.242,15069
